Company Name,Ticker,Exchange,Month of Fiscal Yr End,Industry,Sector,Market Cap (mil),Last Close,Beta,Average Target Price,12 Mo Trailing EPS,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,Long-Term Growth Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,PE1,PE2,EG1,EG2,PEG1,PEG2
Hesai Group Sponsored ADR,HSAI,NSDQ,12,Automotive - Original Equipment,Auto-Tires-Trucks,3773.0,26.95,1.06,33.2,0.42,0.37,0.76,1.97,,64.17,35.23,13.68,,35.46052631578947,13.680203045685278,105.40540540540539,159.21052631578948,0.3364203778677463,0.08592524227041992
Legend Biotech,LEGN,NSDQ,12,Medical - Biomedical and Genetics,Medical,3509.1,19.0,0.07,58.61,-0.67,-1.6,0.54,1.84,,,35.11,10.34,,35.18518518518518,10.326086956521738,100.0,240.74074074074073,0.35185185185185186,0.04289297658862876
DLocal Limited,DLO,NSDQ,12,Financial Transaction Services,Business Services,3824.49,12.24,1.14,17.33,0.61,0.65,0.82,1.04,,20.07,14.87,11.77,,14.926829268292684,11.769230769230768,26.15384615384615,26.82926829268293,0.5707317073170733,0.4386713286713286
EquipmentShare.com Inc.,EQPT,NSDQ,12,Industrial Services,Industrial Products,7292.23,29.02,,45.0,,-0.31,0.45,1.08,,,64.49,27.0,,64.48888888888888,26.870370370370367,100.0,140.0,0.6448888888888888,0.1919312169312169
Calix,CALX,NYSE,12,Internet - Software,Computer and Technology,3396.51,51.77,1.49,75.0,1.35,1.35,1.91,2.72,,38.35,27.06,19.03,,27.10471204188482,19.033088235294116,41.481481481481474,42.408376963350804,0.6534171652954377,0.4488049201161944
Amneal Pharmaceuticals,AMRX,NSDQ,12,Medical - Drugs,Medical,4341.35,13.81,1.34,15.2,0.84,0.79,0.96,1.18,,16.44,14.39,11.65,,14.385416666666668,11.703389830508476,21.51898734177213,22.916666666666675,0.6684987745098047,0.5106933744221879
"Caris Life Sciences,?Inc.",CAI,NSDQ,12,Medical Services,Medical,5682.44,20.14,,34.56,,-0.7,0.3,0.74,38.83,,66.4,27.4,1.71,67.13333333333334,27.216216216216218,100.0,146.66666666666669,0.6713333333333334,0.18556511056511055
Oscar Health,OSCR,NYSE,12,Insurance - Multi line,Finance,4061.28,13.64,1.9,15.4,-1.74,-1.35,0.2,1.06,,,67.08,12.83,,68.2,12.867924528301886,100.0,430.0,0.682,0.029925405879771827
Arcutis Biotherapeutics,ARQT,NSDQ,12,Medical - Biomedical and Genetics,Medical,3345.18,26.97,1.66,34.5,-0.14,-0.21,0.37,1.19,,,73.89,22.73,,72.89189189189189,22.66386554621849,100.0,221.6216216216216,0.7289189189189189,0.10226378356220538
"Kodiak Gas Services, Inc.",KGS,NYSE,12,Oil and Gas - Mechanical and and Equipment,Oils-Energy,4685.89,54.57,1.1,49.92,1.67,1.8,2.35,3.08,,32.68,23.26,17.72,,23.22127659574468,17.717532467532468,30.555555555555557,31.06382978723403,0.7599690522243713,0.570358921900018
BRP,DOO,NSDQ,1,Automotive - Original Equipment,Auto-Tires-Trucks,5379.44,73.335,1.22,87.34,2.84,3.61,4.39,5.8,,25.82,16.71,12.65,,16.70501138952164,12.643965517241378,21.606648199445978,32.11845102505695,0.7731421937970915,0.39366672780630957
PBF Energy,PBF,NYSE,12,Oil and Gas - Refining and Marketing,Oils-Energy,4162.6,35.6,0.41,32.77,-4.15,-4.75,0.46,1.44,16.08,,76.78,24.79,4.78,77.3913043478261,24.722222222222225,100.0,213.04347826086953,0.773913043478261,0.11604308390022679
Noble Corporation PLC,NE,NYSE,12,Oil and Gas - Drilling,Oils-Energy,7232.34,45.43,1.07,40.25,0.67,0.77,1.15,2.49,,67.81,39.33,18.21,,39.504347826086956,18.244979919678713,49.35064935064935,116.52173913043482,0.8004828375286042,0.15658005154948143
