Company Name,Ticker,Exchange,Month of Fiscal Yr End,Industry,Sector,Market Cap (mil),Last Close,Beta,Average Target Price,12 Mo Trailing EPS,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,Long-Term Growth Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,PE1,PE2,EG1,EG2,PEG1,PEG2
Bilibili,BILI,NSDQ,12,Broadcast Radio and Television,Consumer Discretionary,9333.63,22.33,0.75,29.48,0.82,0.8,1.04,1.46,,27.23,21.52,15.35,,21.471153846153843,15.294520547945204,30.000000000000004,40.38461538461537,0.715705128205128,0.37872146118721467
DLocal Limited,DLO,NSDQ,12,Financial Transaction Services,Business Services,3833.86,12.27,1.14,17.17,0.68,0.7,0.84,1.05,,18.04,14.55,11.69,,14.607142857142858,11.685714285714285,19.999999999999996,25.0,0.730357142857143,0.4674285714285714
Zillow Group Class A,ZG,NSDQ,12,Financial - Mortgage & Related Services,Finance,9695.49,40.41,2.05,74.23,1.64,1.67,2.1,2.7,24.83,24.64,19.26,14.94,0.78,19.24285714285714,14.966666666666665,25.74850299401199,28.57142857142858,0.7473388704318932,0.5238333333333332
"Life360, Inc.",LIF,NSDQ,12,Security and Safety Services,Industrial Products,3095.68,38.6,3.84,67.22,0.56,1.07,1.43,1.97,,68.93,26.99,19.59,,26.993006993006997,19.593908629441625,33.644859813084096,37.762237762237774,0.8022921522921528,0.5188757285203984
Celsius,CELH,NSDQ,12,Food - Miscellaneous,Consumer Staples,8721.77,33.94,0.89,70.33,1.33,1.25,1.57,1.99,19.45,25.52,21.69,17.02,1.11,21.617834394904456,17.055276381909547,25.6,26.751592356687894,0.8444466560509553,0.6375424742761426
Noble Corporation PLC,NE,NYSE,12,Oil and Gas - Drilling,Oils-Energy,7943.35,49.81,1.07,40.25,0.67,0.77,1.15,2.49,,74.34,43.13,19.96,,43.31304347826087,20.004016064257026,49.35064935064935,116.52173913043482,0.8776590389016019,0.1716762572678774
AAON,AAON,NSDQ,12,Building Products - Air Conditioner and Heating,Construction,6647.87,81.48,1.09,114.5,1.35,1.39,2.02,2.94,16.0,60.36,40.34,27.68,2.52,40.336633663366335,27.714285714285715,45.32374100719425,45.54455445544554,0.8899669966996698,0.6085093167701864
TTM Technologies,TTMI,NSDQ,12,Electronics - Miscellaneous Components,Computer and Technology,9913.89,95.47,1.74,121.8,2.45,2.44,3.24,4.64,,38.97,29.47,20.59,,29.466049382716047,20.57543103448276,32.78688524590165,43.209876543209845,0.8987145061728391,0.4761742610837443
Alignment Healthcare,ALHC,NSDQ,12,Medical Services,Medical,3395.4,16.62,1.18,25.5,-0.01,-0.12,0.18,0.42,37.98,,92.33,39.17,2.43,92.33333333333334,39.57142857142858,100.0,133.33333333333334,0.9233333333333335,0.2967857142857143
Ryan Specialty Holdings Inc.,RYAN,NYSE,12,Insurance - Brokerage,Finance,8385.39,31.74,0.65,53.67,1.97,2.01,2.3,2.7,16.63,16.11,13.81,11.75,0.83,13.8,11.755555555555555,14.427860696517424,17.391304347826097,0.956482758620689,0.675944444444444
